'Level of description','Identifier','Title','Date','Description','Format','Rights','Contributor','Collection identifier','Collection title','Published online?',MulMultiMediaRefLocal_1,URL
Sub-item,2008.0045.00810,New South Wales rural service stations [7 of many],1949-1950,Previous Control Number: PA 200 Inscriptions: 226.82,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01009,Shell Historical Archive,Yes,9583,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00810
Sub-item,2008.0045.00809,New South Wales rural service stations [6 of many],1949-1950,Previous Control Number: PA 200 Inscriptions: 226.79,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01009,Shell Historical Archive,Yes,9581,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00809
Sub-item,2008.0045.00807,New South Wales rural service stations [4 of many],1949-1950,Previous Control Number: PA 200 Inscriptions: 226.61,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01009,Shell Historical Archive,Yes,9578,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00807
Sub-item,2008.0045.00805,New South Wales rural service stations [2 of many],1949-1950,Previous Control Number: PA 200 Inscriptions: 226.9,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01009,Shell Historical Archive,Yes,9575,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00805
Sub-item,2008.0045.00804,New South Wales rural service stations [1 of many],1949-1950,Previous Control Number: PA 200 Inscriptions: 226.4,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01009,Shell Historical Archive,Yes,9573,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00804
Sub-item,2008.0045.00803,Photographs of aviation refuelling and associated vehicles and equipment [32 of many],1928-1970,"Previous Control Number: BWP/28261 Inscriptions: “Avro Type 683 ‘Lancaster’ ‘Spirit of
Surfers Paradise’ (ex French Navy?)”. Stamped: “An Australian Photographic Agency Picture Newspaper House - 44 Pitt Street Sydney 
Negative No 4/650426”",,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01003,Shell Historical Archive,Yes,9571,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00803
Sub-item,2008.0045.00802,Photographs of aviation refuelling and associated vehicles and equipment [31 of many],1928-1970,"Previous Control Number: BWP/28255 Inscriptions: “Parafield. No 4”. Stamped “Photograph by A.G. Tasker Commercial, Aerial and Social Photography 49 Miller St., North Unley”",,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01003,Shell Historical Archive,Yes,9569,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00802
Sub-item,2008.0045.00801,Photographs of aviation refuelling and associated vehicles and equipment [30 of many],1928-1970,"Previous Control Number: BWP/28243 Inscriptions: “Parafield Aerodrome S.A. not showing WA Hangar on CACos new additions nor AE Supply Co's Best available without taking special photos”. Stamped: “D. Darian Smith Commercial & Aerial Photographer, Brook Ave., Glen Osmond, S.A”",,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01003,Shell Historical Archive,Yes,9567,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00801
Sub-item,2008.0045.00800,"Aviation memorabilia, maps, etc. [5 of many]",1931-1961,Previous Control Number: ID 1947 Inscriptions: BB3,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01008,Shell Historical Archive,Yes,9565,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00800
Sub-item,2008.0045.00799,"Aviation memorabilia, maps, etc. [4 of many]",1931-1961,Previous Control Number: ID 1947 Inscriptions: S/781a/79,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01008,Shell Historical Archive,Yes,9563,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00799
Sub-item,2008.0045.00798,"Aviation memorabilia, maps, etc. [3 of many]",1931-1961,"Previous Control Number: ID 1947 For super quality ask for ""SHELL"" AVIATION MOTOR SPIRIT",,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01008,Shell Historical Archive,Yes,9561,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00798
Sub-item,2008.0045.00797,"Aviation memorabilia, maps, etc. [2 of many]",1931-1961,Previous Control Number: ID 1947 Inscriptions: no 135,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01008,Shell Historical Archive,Yes,9559,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00797
Sub-item,2008.0045.00796,"Aviation memorabilia, maps, etc. [1 of many]",1931-1961,Previous Control Number: ID 1947 Inscriptions: no 155,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01008,Shell Historical Archive,Yes,9557,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00796
Sub-item,2008.0045.00795,"Correspondence, photographs and memorabilia relating to the 50th anniversary celebrations of the first Melbourne - Sydney flight [4 of many]",c.1964,Previous Control Number: ID 362 Reproduction of 1914 souvenir blotter.,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01007,Shell Historical Archive,Yes,9555,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00795
Sub-item,2008.0045.00794,"Correspondence, photographs and memorabilia relating to the 50th anniversary celebrations of the first Melbourne - Sydney flight [3 of many]",Jul-64,Previous Control Number: ID 362 Commemorative postcard with stamp.,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01007,Shell Historical Archive,Yes,9553,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00794
Sub-item,2008.0045.00787,Aviation photographs [20 of many],1937-1950,Previous Control Number: ID 392 Inscriptions: Qantas Boeing 707 VH-EBO,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01006,Shell Historical Archive,Yes,9545,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00787
Sub-item,2008.0045.00781,Aviation photographs [14 of many],1937-1950,Previous Control Number: ID 392 Inscriptions: sww0232,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01006,Shell Historical Archive,Yes,9538,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00781
